customerID,churn_probability,tenure_risk,contract_risk,health_score,health_category,monthly_charges,annual_revenue_at_risk,recommended_action
8544-GOQSH,0.3705137628627874,0.8055555555555556,1.0,37.3,🔴 Critical,80.05,355.92,Immediate outreach — schedule call within 24 hours
3363-DTIVD,0.05013859389749486,0.01388888888888884,0.0,97.1,🟢 Healthy,105.55,63.51,Quarterly review — focus on expansion opportunities
7018-WBJNK,0.5136994939269145,0.8194444444444444,1.0,29.7,🔴 Critical,78.3,482.67,Immediate outreach — schedule call within 24 hours
9142-KZXOP,0.20461743410394678,0.38888888888888884,1.0,58.1,🟡 At Risk,68.85,169.05,Proactive check-in — contact within 1 week
7674-YTAFD,0.15254102209736273,0.5416666666666667,0.5,66.1,🟡 At Risk,79.95,146.35,Proactive check-in — contact within 1 week
6348-SNFUS,0.012216435924787248,0.0,0.0,99.4,🟢 Healthy,55.45,8.13,Quarterly review — focus on expansion opportunities
1285-OKIPP,0.6869290476495324,0.9861111111111112,1.0,16.1,🔴 Critical,79.9,658.63,Immediate outreach — schedule call within 24 hours
7825-ECJRF,0.49999110275983183,0.7361111111111112,1.0,32.9,🔴 Critical,106.6,639.59,Immediate outreach — schedule call within 24 hours
1347-KTTTA,0.10449811550592517,0.11111111111111116,0.5,81.4,🟢 Healthy,102.45,128.47,Quarterly review — focus on expansion opportunities
7841-TZDMQ,0.36355088470054303,0.9722222222222222,1.0,32.7,🔴 Critical,46.0,200.68,Immediate outreach — schedule call within 24 hours
4195-NZGTA,0.5223919848528552,0.9861111111111112,1.0,24.3,🔴 Critical,25.25,158.28,Immediate outreach — schedule call within 24 hours
7157-SMCFK,0.006178522908768806,0.1527777777777778,0.0,95.1,🟢 Healthy,19.75,1.46,Quarterly review — focus on expansion opportunities
4709-LKHYG,0.05218113117607401,0.5972222222222222,0.5,69.5,🟡 At Risk,20.0,12.52,Proactive check-in — contact within 1 week
2504-DSHIH,0.6316316633274058,0.6805555555555556,1.0,28.0,🔴 Critical,86.8,657.91,Immediate outreach — schedule call within 24 hours
0699-NDKJM,0.16254948932916807,0.20833333333333337,1.0,65.6,🟡 At Risk,58.75,114.6,Proactive check-in — contact within 1 week
9286-BHDQG,0.006313519972790417,0.0,0.0,99.7,🟢 Healthy,45.25,3.43,Quarterly review — focus on expansion opportunities
0230-WEQUW,0.016934123535869792,0.08333333333333337,0.0,96.7,🟢 Healthy,56.6,11.5,Quarterly review — focus on expansion opportunities
2040-LDIWQ,0.025334655993213422,0.09722222222222221,0.0,95.8,🟢 Healthy,84.2,25.6,Quarterly review — focus on expansion opportunities
6496-JDSSB,0.6109949246304964,0.8888888888888888,1.0,22.8,🔴 Critical,80.0,586.56,Immediate outreach — schedule call within 24 hours
9408-SSNVZ,0.6632865526769466,0.9444444444444444,1.0,18.5,🔴 Critical,70.15,558.35,Immediate outreach — schedule call within 24 hours
4443-EMBNA,0.007336116293249169,0.01388888888888884,0.0,99.2,🟢 Healthy,24.75,2.18,Quarterly review — focus on expansion opportunities
6469-MRVET,0.1604258022235241,0.9861111111111112,0.5,52.4,🟡 At Risk,20.2,38.89,Proactive check-in — contact within 1 week
0742-MOABM,0.24678139616313383,0.9444444444444444,1.0,39.3,🔴 Critical,50.05,148.22,Immediate outreach — schedule call within 24 hours
5961-VUSRV,0.09865592894876507,0.8333333333333334,0.5,60.1,🟡 At Risk,19.35,22.91,Proactive check-in — contact within 1 week
6778-JFCMK,0.24061421824566495,0.6666666666666667,0.5,58.0,🟡 At Risk,50.6,146.1,Proactive check-in — contact within 1 week
6341-JVQGF,0.0873128751538976,0.5694444444444444,0.5,68.6,🟡 At Risk,81.15,85.03,Proactive check-in — contact within 1 week
2232-DMLXU,0.38642686135323123,0.9861111111111112,1.0,31.1,🔴 Critical,55.2,255.97,Immediate outreach — schedule call within 24 hours
4811-JBUVU,0.42832716052803216,0.5833333333333333,1.0,41.1,🟡 At Risk,89.9,462.08,Proactive check-in — contact within 1 week
0945-TSONX,0.027020654897051747,0.3472222222222222,0.0,88.2,🟢 Healthy,85.3,27.66,Quarterly review — focus on expansion opportunities
2651-ZCBXV,0.05817111857976165,0.25,0.0,89.6,🟢 Healthy,108.0,75.39,Quarterly review — focus on expansion opportunities
3316-UWXUY,0.14699741666396512,0.3055555555555556,1.0,63.5,🟡 At Risk,93.5,164.93,Proactive check-in — contact within 1 week
8937-RDTHP,0.5969554743169341,0.9861111111111112,1.0,20.6,🔴 Critical,84.6,606.03,Immediate outreach — schedule call within 24 hours
7083-MIOPC,0.004612041681636229,0.0,0.0,99.8,🟢 Healthy,20.25,1.12,Quarterly review — focus on expansion opportunities
1984-GPTEH,0.13628161499412855,0.5972222222222222,1.0,55.3,🟡 At Risk,25.15,41.13,Proactive check-in — contact within 1 week
1251-KRREG,0.42780237183549025,0.9722222222222222,1.0,29.4,🔴 Critical,54.4,279.27,Immediate outreach — schedule call within 24 hours
0621-JFHOL,0.12722871250093767,0.8611111111111112,0.0,67.8,🟡 At Risk,29.6,45.19,Proactive check-in — contact within 1 week
9903-LYSAB,0.6434870432970013,0.75,1.0,25.3,🔴 Critical,73.15,564.85,Immediate outreach — schedule call within 24 hours
0094-OIFMO,0.7394485906935477,0.8472222222222222,1.0,17.6,🔴 Critical,95.0,842.97,Immediate outreach — schedule call within 24 hours
9227-UAQFT,0.031186740493576705,0.7777777777777778,0.0,75.1,🟢 Healthy,19.75,7.39,Quarterly review — focus on expansion opportunities
7301-ABVAD,0.01583454849562005,0.0,0.0,99.2,🟢 Healthy,86.6,16.46,Quarterly review — focus on expansion opportunities
6614-FHDBO,0.03849346189902833,0.0,0.0,98.1,🟢 Healthy,109.2,50.44,Quarterly review — focus on expansion opportunities
7576-ASEJU,0.059723918214189195,0.4305555555555556,0.5,74.1,🟢 Healthy,74.7,53.54,Quarterly review — focus on expansion opportunities
9058-HRZSV,0.16404384488014562,0.09722222222222221,1.0,68.9,🟡 At Risk,94.4,185.83,Proactive check-in — contact within 1 week
4522-AKYLR,0.38797739032629336,0.8194444444444444,1.0,36.0,🔴 Critical,54.8,255.13,Immediate outreach — schedule call within 24 hours
0221-WMXNQ,0.5234606970147784,0.9444444444444444,1.0,25.5,🔴 Critical,75.35,473.31,Immediate outreach — schedule call within 24 hours
0303-UNCIP,0.11144489635849024,0.4305555555555556,0.5,71.5,🟢 Healthy,65.0,86.93,Quarterly review — focus on expansion opportunities
9947-OTFQU,0.5874010409559796,0.7916666666666666,1.0,26.9,🔴 Critical,74.4,524.43,Immediate outreach — schedule call within 24 hours
0322-YINQP,0.30945816183702957,0.9861111111111112,1.0,34.9,🔴 Critical,48.55,180.29,Immediate outreach — schedule call within 24 hours
0959-WHOKV,0.24553581145789544,0.41666666666666663,0.5,65.2,🟡 At Risk,99.0,291.7,Proactive check-in — contact within 1 week
4075-JFPGR,0.14848301543864845,0.29166666666666663,0.5,73.8,🟢 Healthy,93.5,166.6,Quarterly review — focus on expansion opportunities
4629-NRXKX,0.5718949314547859,0.9722222222222222,1.0,22.2,🔴 Critical,70.4,483.14,Immediate outreach — schedule call within 24 hours
9514-JDSKI,0.5984404422869005,0.9861111111111112,1.0,20.5,🔴 Critical,40.2,288.69,Immediate outreach — schedule call within 24 hours
3282-ZISZV,0.09374730073465956,0.5555555555555556,0.5,68.6,🟡 At Risk,83.7,94.16,Proactive check-in — contact within 1 week
3675-YDUPJ,0.1838123682857771,0.8611111111111112,1.0,45.0,🟡 At Risk,19.85,43.78,Proactive check-in — contact within 1 week
4111-BNXIF,0.04085708382919037,0.06944444444444442,0.0,95.9,🟢 Healthy,59.55,29.2,Quarterly review — focus on expansion opportunities
7017-VFHAY,0.029600486257178527,0.1527777777777778,0.0,93.9,🟢 Healthy,115.1,40.88,Quarterly review — focus on expansion opportunities
6655-LHBYW,0.09681206581751979,0.3055555555555556,0.5,76.0,🟢 Healthy,114.35,132.85,Quarterly review — focus on expansion opportunities
4959-JOSRX,0.3813257066477888,0.9722222222222222,1.0,31.8,🔴 Critical,44.6,204.09,Immediate outreach — schedule call within 24 hours
5046-NUHWD,0.41529854660139087,0.5972222222222222,1.0,41.3,🟡 At Risk,45.0,224.26,Proactive check-in — contact within 1 week
7273-TEFQD,0.7002642404699329,0.9583333333333334,1.0,16.2,🔴 Critical,41.15,345.79,Immediate outreach — schedule call within 24 hours
3606-TWKGI,0.7754364769050599,0.8194444444444444,1.0,16.6,🔴 Critical,106.9,994.73,Immediate outreach — schedule call within 24 hours
7529-ZDFXI,0.413230904825246,0.20833333333333337,1.0,53.1,🟡 At Risk,89.85,445.55,Proactive check-in — contact within 1 week
7605-BDWDC,0.05503924131267799,0.5694444444444444,0.0,80.2,🟢 Healthy,49.85,32.92,Quarterly review — focus on expansion opportunities
1950-KSVVJ,0.13010558117204474,0.375,0.5,72.2,🟢 Healthy,113.3,176.89,Quarterly review — focus on expansion opportunities
0123-CRBRT,0.01428525220016915,0.1527777777777778,0.0,94.7,🟢 Healthy,88.1,15.1,Quarterly review — focus on expansion opportunities
6292-TOSSS,0.013689396751980666,0.3055555555555556,0.0,90.1,🟢 Healthy,24.9,4.09,Quarterly review — focus on expansion opportunities
3197-ARFOY,0.43174910390617416,0.7361111111111112,1.0,36.3,🔴 Critical,105.0,544.0,Immediate outreach — schedule call within 24 hours
6323-AYBRX,0.007873896803460099,0.18055555555555558,0.0,94.2,🟢 Healthy,19.35,1.83,Quarterly review — focus on expansion opportunities
7014-ZZXAW,0.009422736289920648,0.01388888888888884,0.0,99.1,🟢 Healthy,24.25,2.74,Quarterly review — focus on expansion opportunities
4385-GZQXV,0.668421167077105,0.7777777777777778,1.0,23.2,🔴 Critical,94.45,757.59,Immediate outreach — schedule call within 24 hours
7633-MVPUY,0.015257504395965137,0.20833333333333337,0.0,93.0,🟢 Healthy,59.75,10.94,Quarterly review — focus on expansion opportunities
6366-ZGQGL,0.44220012620581256,0.9861111111111112,1.0,28.3,🔴 Critical,24.8,131.6,Immediate outreach — schedule call within 24 hours
4716-HHKQH,0.598148896994581,0.7222222222222222,1.0,28.4,🔴 Critical,107.05,768.38,Immediate outreach — schedule call within 24 hours
5940-AHUHD,0.5300956259295425,0.9861111111111112,1.0,23.9,🔴 Critical,70.6,449.1,Immediate outreach — schedule call within 24 hours
6432-TWQLB,0.6257850838561619,0.9305555555555556,1.0,20.8,🔴 Critical,85.4,641.3,Immediate outreach — schedule call within 24 hours
4484-GLZOU,0.47092564130118614,0.2777777777777778,1.0,48.1,🟡 At Risk,105.05,593.65,Proactive check-in — contact within 1 week
3179-GBRWV,0.254386482741373,0.7083333333333333,1.0,46.0,🟡 At Risk,64.95,198.27,Proactive check-in — contact within 1 week
8645-KWHJO,0.5615752178277046,0.8055555555555556,1.0,27.8,🔴 Critical,55.0,370.64,Immediate outreach — schedule call within 24 hours
4130-MZLCC,0.26201458492003993,0.9305555555555556,1.0,39.0,🔴 Critical,50.55,158.94,Immediate outreach — schedule call within 24 hours
0314-TKOSI,0.18808643171779443,0.9166666666666666,1.0,43.1,🟡 At Risk,55.15,124.48,Proactive check-in — contact within 1 week
8229-MYEJZ,0.29311437822071534,0.8611111111111112,1.0,39.5,🔴 Critical,51.2,180.09,Immediate outreach — schedule call within 24 hours
2080-SRCDE,0.19402819691586423,0.9861111111111112,1.0,40.7,🟡 At Risk,25.4,59.14,Proactive check-in — contact within 1 week
9577-WJVCQ,0.04501692655780238,0.05555555555555558,1.0,76.1,🟢 Healthy,54.45,29.41,Quarterly review — focus on expansion opportunities
9512-UIBFX,0.5069095127097669,0.75,1.0,32.2,🔴 Critical,95.15,578.79,Immediate outreach — schedule call within 24 hours
6202-DYYFX,0.33032827311348234,0.6944444444444444,0.5,52.7,🟡 At Risk,76.0,301.26,Proactive check-in — contact within 1 week
3808-HFKDE,0.33021814472980043,0.7222222222222222,1.0,41.8,🟡 At Risk,44.35,175.74,Proactive check-in — contact within 1 week
5583-SXDAG,0.6227084162657258,0.9861111111111112,1.0,19.3,🔴 Critical,70.0,523.08,Immediate outreach — schedule call within 24 hours
3488-PGMQJ,0.641212820546379,0.8888888888888888,1.0,21.3,🔴 Critical,74.5,573.24,Immediate outreach — schedule call within 24 hours
3580-REOAC,0.3092190347200435,0.8611111111111112,1.0,38.7,🔴 Critical,44.85,166.42,Immediate outreach — schedule call within 24 hours
7534-BFESC,0.6123684356188931,0.6666666666666667,1.0,29.4,🔴 Critical,76.1,559.21,Immediate outreach — schedule call within 24 hours
3727-OWVYD,0.04422508530432521,0.5138888888888888,0.5,72.4,🟢 Healthy,61.2,32.48,Quarterly review — focus on expansion opportunities
2294-SALNE,0.1360586164912009,0.6805555555555556,0.5,62.8,🟡 At Risk,86.8,141.72,Proactive check-in — contact within 1 week
4847-TAJYI,0.7951915455429182,0.9166666666666666,1.0,12.7,🔴 Critical,89.35,852.6,Immediate outreach — schedule call within 24 hours
1563-IWQEX,0.13176044727758893,0.8333333333333334,1.0,48.4,🟡 At Risk,19.7,31.15,Proactive check-in — contact within 1 week
8203-XJZRC,0.17737342405511472,0.9861111111111112,1.0,41.5,🟡 At Risk,20.25,43.1,Proactive check-in — contact within 1 week
6556-DBKZF,0.032599605771860676,0.01388888888888884,0.0,98.0,🟢 Healthy,76.05,29.75,Quarterly review — focus on expansion opportunities
6851-WEFYX,0.674992666972274,0.5138888888888888,1.0,30.8,🔴 Critical,100.8,816.47,Immediate outreach — schedule call within 24 hours
2985-JUUBZ,0.3490463242164936,0.4444444444444444,1.0,49.2,🟡 At Risk,74.55,312.26,Proactive check-in — contact within 1 week
6390-DSAZX,0.4745978895259786,0.9861111111111112,1.0,26.7,🔴 Critical,73.6,419.16,Immediate outreach — schedule call within 24 hours
0895-LMRSF,0.22683221562348413,0.6805555555555556,0.5,58.2,🟡 At Risk,64.9,176.66,Proactive check-in — contact within 1 week
8098-LLAZX,0.8442117401452002,0.9444444444444444,1.0,9.5,🔴 Critical,95.45,966.96,Immediate outreach — schedule call within 24 hours
8266-VBFQL,0.6661412569029068,0.9444444444444444,1.0,18.4,🔴 Critical,90.4,722.63,Immediate outreach — schedule call within 24 hours
8181-YHCMF,0.018930384689171954,0.05555555555555558,0.0,97.4,🟢 Healthy,60.3,13.7,Quarterly review — focus on expansion opportunities
2240-HSJQD,0.30903169260880475,0.4722222222222222,1.0,50.4,🟡 At Risk,81.85,303.53,Proactive check-in — contact within 1 week
1248-DYXUB,0.011572244729636543,0.2777777777777778,0.0,91.1,🟢 Healthy,24.8,3.44,Quarterly review — focus on expansion opportunities
0265-EDXBD,0.5667412829508732,0.5555555555555556,1.0,35.0,🔴 Critical,74.9,509.39,Immediate outreach — schedule call within 24 hours
4115-BNPJY,0.04933831053228776,0.5972222222222222,0.0,79.6,🟢 Healthy,75.55,44.73,Quarterly review — focus on expansion opportunities
3167-SNQPL,0.4943204460004703,0.4722222222222222,1.0,41.1,🟡 At Risk,101.15,600.01,Proactive check-in — contact within 1 week
4091-TVOCN,0.08264077793183365,0.33333333333333337,0.5,75.9,🟢 Healthy,78.75,78.1,Quarterly review — focus on expansion opportunities
1098-TDVUQ,0.23165559249134554,0.9861111111111112,1.0,38.8,🔴 Critical,19.25,53.51,Immediate outreach — schedule call within 24 hours
7277-OZCGZ,0.4266735877761653,0.6944444444444444,1.0,37.8,🔴 Critical,89.05,455.94,Immediate outreach — schedule call within 24 hours
1557-EMYVT,0.05829637338728761,0.4027777777777778,0.0,85.0,🟢 Healthy,115.05,80.48,Quarterly review — focus on expansion opportunities
2799-ARNLO,0.7058156934947091,0.9305555555555556,1.0,16.8,🔴 Critical,69.35,587.38,Immediate outreach — schedule call within 24 hours
7563-BIUPC,0.7045695856583607,0.9305555555555556,1.0,16.9,🔴 Critical,80.6,681.46,Immediate outreach — schedule call within 24 hours
5027-YOCXN,0.08309443415732139,0.29166666666666663,0.5,77.1,🟢 Healthy,110.05,109.73,Quarterly review — focus on expansion opportunities
3973-SKMLN,0.006662043276097661,0.01388888888888884,0.0,99.3,🟢 Healthy,19.9,1.59,Quarterly review — focus on expansion opportunities
2321-OMBXY,0.04152396105689845,0.4722222222222222,0.5,73.8,🟢 Healthy,80.3,40.01,Quarterly review — focus on expansion opportunities
2840-XANRC,0.6998848995510157,0.6666666666666667,1.0,25.0,🔴 Critical,93.15,782.33,Immediate outreach — schedule call within 24 hours
6745-JEFZB,0.3706583923354418,0.5138888888888888,1.0,46.1,🟡 At Risk,91.5,406.98,Proactive check-in — contact within 1 week
5020-ZSTTY,0.04905075819611008,0.25,0.5,80.0,🟢 Healthy,82.45,48.53,Quarterly review — focus on expansion opportunities
9880-TDQAC,0.03467341077590538,0.0,0.0,98.3,🟢 Healthy,60.0,24.96,Quarterly review — focus on expansion opportunities
8705-WZCYL,0.4768304132793924,0.9861111111111112,1.0,26.6,🔴 Critical,44.8,256.34,Immediate outreach — schedule call within 24 hours
7102-JJVTX,0.1027594208843357,0.875,0.5,58.6,🟡 At Risk,48.6,59.93,Proactive check-in — contact within 1 week
8626-PTQGE,0.0206692773199766,0.04166666666666663,0.0,97.7,🟢 Healthy,60.05,14.89,Quarterly review — focus on expansion opportunities
4983-CLMLV,0.3039334494867989,0.2777777777777778,1.0,56.5,🟡 At Risk,102.7,374.57,Proactive check-in — contact within 1 week
5701-YVSVF,0.6469129518105167,0.8472222222222222,1.0,22.2,🔴 Critical,82.9,643.55,Immediate outreach — schedule call within 24 hours
5804-LEPIM,0.7116535006672727,0.9722222222222222,1.0,15.3,🔴 Critical,70.35,600.78,Immediate outreach — schedule call within 24 hours
5697-GOMBF,0.4511221696692089,0.6111111111111112,1.0,39.1,🔴 Critical,35.9,194.34,Immediate outreach — schedule call within 24 hours
2739-CACDQ,0.5627404711903263,0.7638888888888888,1.0,28.9,🔴 Critical,82.65,558.13,Immediate outreach — schedule call within 24 hours
9385-EHGDO,0.02092505622384193,0.5138888888888888,0.0,83.5,🟢 Healthy,19.85,4.98,Quarterly review — focus on expansion opportunities
9498-FIMXL,0.11233267063876998,0.8888888888888888,0.5,57.7,🟡 At Risk,19.2,25.88,Proactive check-in — contact within 1 week
2379-GYFLQ,0.20142054947967014,0.36111111111111116,0.5,69.1,🟡 At Risk,94.9,229.38,Proactive check-in — contact within 1 week
